accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate
0.9239380084835157,0.9144516795023434,0.9373480318398102,0.7609073688202047,0.770655608327014,0.7591379917653255,0.8433100202288437,0.7923353395549111,0.06265196816019009,0.1084446728351229
