client_id,dataset,client,accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate,tn,fp,fn,tp
SisFall::SA16,SisFall,SA16,0.9791666666666666,0.9806282948751188,0.9719298245614035,0.9616919393455706,0.9893267651888341,0.9753136382031566,0.9987895985173663,0.9983910264961292,0.028070175438596492,0.010673234811165846,1662,48,13,1205
KFall::SA17,KFall,SA17,0.9512349588347055,0.9528903504529774,0.9289099526066351,0.922879177377892,0.9768707482993197,0.9491077329808327,0.9939742721733242,0.9929471122998379,0.07109004739336493,0.02312925170068027,784,60,17,718
SisFall::SA12,SisFall,SA12,0.9579690652320108,0.9561402020858807,0.965266106442577,0.9478114478114478,0.9470142977291842,0.9474127050904502,0.9907824525941581,0.989324700443697,0.03473389355742297,0.05298570227081581,1723,62,63,1126
KFall::SA21,KFall,SA21,0.963944076526858,0.966407224958949,0.9426666666666667,0.93343653250774,0.9901477832512315,0.9609561752988047,0.9902353585112206,0.986086827503231,0.05733333333333333,0.009852216748768473,707,43,6,603
KFall::SA31,KFall,SA31,0.9387602688573562,0.9493592652466982,0.9045893719806763,0.8654173764906303,0.9941291585127201,0.9253187613843351,0.9889933539427286,0.970584239969978,0.09541062801932366,0.005870841487279843,749,79,3,508
UpFall::S07,UpFall,S07,0.7478753541076487,0.7953611506243086,0.7252252252252253,0.37755102040816324,0.8654970760233918,0.5257548845470693,0.878615457562826,0.5998643916481695,0.2747747747747748,0.13450292397660818,644,244,23,148
UpFall::S02,UpFall,S02,0.7416107382550335,0.8407933461292387,0.708253358925144,0.3244444444444444,0.9733333333333334,0.4866666666666667,0.9268458093410108,0.5223749637081784,0.29174664107485604,0.02666666666666667,738,304,4,146
SisFall::SE03,SisFall,SE03,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,935,0,0,0
SisFall::SE08,SisFall,SE08,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,1313,0,0,0
