cluster_id,train_examples,accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate
0.8405797101449275,626.9420289855072,0.9581388642858653,0.9526375056466072,0.9581235008987168,0.7559979734742512,0.8022239741626134,0.7735357595276707,0.9764892352141928,0.9199359693377887,0.041876499101283174,0.052848489605502584
