accuracy,balanced_accuracy,specificity,precision,recall,f1,far,miss_rate,roc_auc,pr_auc
0.90705468018501,0.9049610190341454,0.9174824669760961,0.7608326851296567,0.795043068770289,0.7677280663253617,0.08251753302390366,0.10756042890780639,0.8614433790612598,0.8147321168550643
