round,metric,value
1,cluster_id,0.5816643227777508
1,num_examples,738.7423985257747
1,participating_clients,69.0
1,total_examples,41242.0
1,val_accuracy,0.8541835394473168
1,val_balanced_accuracy,0.8517906501881718
1,val_f1,0.7158741933187937
1,val_far,0.19059787881429416
1,val_miss_rate,0.10582082080936231
1,val_pr_auc,0.8316275285885123
1,val_precision,0.6567701821681864
1,val_recall,0.7965844941608138
1,val_roc_auc,0.9056720023387222
1,val_specificity,0.8094021211857058
2,cluster_id,0.5816643227777508
2,num_examples,738.7423985257747
2,participating_clients,69.0
2,total_examples,41242.0
2,val_accuracy,0.9018689828892991
2,val_balanced_accuracy,0.9051613556973791
2,val_f1,0.7674114989941341
2,val_far,0.11405393968818638
2,val_miss_rate,0.07562334891705456
2,val_pr_auc,0.8953463199253289
2,val_precision,0.7272983040851406
2,val_recall,0.8267819660531214
2,val_roc_auc,0.9537194508813802
2,val_specificity,0.8859460603118137
3,cluster_id,0.5816643227777508
3,num_examples,738.7423985257747
3,participating_clients,69.0
3,total_examples,41242.0
3,val_accuracy,0.9192690499317943
3,val_balanced_accuracy,0.9199833922543484
3,val_f1,0.7859731950487671
3,val_far,0.08774079841585551
3,val_miss_rate,0.07229241707544741
3,val_pr_auc,0.9039693827518723
3,val_precision,0.7564154730942532
3,val_recall,0.8301128978947288
3,val_roc_auc,0.9621980939479475
3,val_specificity,0.9122592015841445
4,cluster_id,0.5816643227777508
4,num_examples,738.7423985257747
4,participating_clients,69.0
4,total_examples,41242.0
4,val_accuracy,0.9264662515190497
4,val_balanced_accuracy,0.9261245460174122
4,val_f1,0.7931803763025453
4,val_far,0.07924421823422335
4,val_miss_rate,0.06850668973095148
4,val_pr_auc,0.9068732400389071
4,val_precision,0.7657700319687931
4,val_recall,0.8338986252392245
4,val_roc_auc,0.9666703918185274
4,val_specificity,0.9207557817657763
5,cluster_id,0.5816643227777508
5,num_examples,738.7423985257747
5,participating_clients,69.0
5,total_examples,41242.0
5,val_accuracy,0.9308832016159017
5,val_balanced_accuracy,0.930223934984379
5,val_f1,0.7977712895198042
5,val_far,0.07354147004337679
5,val_miss_rate,0.06601065998786565
5,val_pr_auc,0.9103393324006207
5,val_precision,0.7723768201008805
5,val_recall,0.8363946549823105
5,val_roc_auc,0.9691199199390634
5,val_specificity,0.9264585299566233
