accuracy,balanced_accuracy,specificity,precision,recall,f1,far,miss_rate,roc_auc,pr_auc
0.9371314497011692,0.9264072197955091,0.9589708620176284,0.7891501764374236,0.7684911645808995,0.7759459968469754,0.04102913798237173,0.10615642242661064,0.8477150242741464,0.8099088684019389
