round,metric,value
1,cluster_id,0.6031526028941928
1,num_examples,753.0266397293742
1,participating_clients,69.0
1,total_examples,42568.0
1,val_accuracy,0.8509023531967634
1,val_balanced_accuracy,0.8529184815110217
1,val_f1,0.7111997801964557
1,val_far,0.1976866974437889
1,val_miss_rate,0.09647633953416729
1,val_pr_auc,0.8282995479475104
1,val_precision,0.6446943509385028
1,val_recall,0.8038478476486931
1,val_roc_auc,0.9029790737516095
1,val_specificity,0.8023133025562112
2,cluster_id,0.6031526028941928
2,num_examples,753.0266397293742
2,participating_clients,69.0
2,total_examples,42568.0
2,val_accuracy,0.898340370842995
2,val_balanced_accuracy,0.9033017623564925
2,val_f1,0.7620089017528078
2,val_far,0.12138343540990558
2,val_miss_rate,0.07201303987710866
2,val_pr_auc,0.8888205626696353
2,val_precision,0.7161183342731541
2,val_recall,0.8283111473057517
2,val_roc_auc,0.9510870742133934
2,val_specificity,0.8786165645900943
3,cluster_id,0.6031526028941928
3,num_examples,753.0266397293742
3,participating_clients,69.0
3,total_examples,42568.0
3,val_accuracy,0.9146706622840316
3,val_balanced_accuracy,0.91772204165631
3,val_f1,0.779757753680555
3,val_far,0.10012846775128294
3,val_miss_rate,0.06442744893609671
3,val_pr_auc,0.8942365677725528
3,val_precision,0.7412347480192607
3,val_recall,0.8358967382467638
3,val_roc_auc,0.9588696735537411
3,val_specificity,0.899871532248717
4,cluster_id,0.6031526028941928
4,num_examples,753.0266397293742
4,participating_clients,69.0
4,total_examples,42568.0
4,val_accuracy,0.9218004627593592
4,val_balanced_accuracy,0.9244837780344034
4,val_f1,0.7867294355533372
4,val_far,0.09110357332793982
4,val_miss_rate,0.059928870603253366
4,val_pr_auc,0.8986345166287736
4,val_precision,0.7491028844712978
4,val_recall,0.840395316579607
4,val_roc_auc,0.9619731926172763
4,val_specificity,0.9088964266720602
5,cluster_id,0.6031526028941928
5,num_examples,753.0266397293742
5,participating_clients,69.0
5,total_examples,42568.0
5,val_accuracy,0.9257628460132139
5,val_balanced_accuracy,0.9295264876620085
5,val_f1,0.7914431573726883
5,val_far,0.08611804491189524
5,val_miss_rate,0.05482897976408795
5,val_pr_auc,0.9021993519733781
5,val_precision,0.7549843445840392
5,val_recall,0.8454952074187725
5,val_roc_auc,0.964482022620773
5,val_specificity,0.9138819550881047
6,cluster_id,0.6031526028941928
6,num_examples,753.0266397293742
6,participating_clients,69.0
6,total_examples,42568.0
6,val_accuracy,0.9295687740985169
6,val_balanced_accuracy,0.9327123099668911
6,val_f1,0.7953874503936368
6,val_far,0.08194611244240399
6,val_miss_rate,0.05262926762381334
6,val_pr_auc,0.9073499017659201
6,val_precision,0.7595644375618895
6,val_recall,0.8476949195590469
6,val_roc_auc,0.9671338035308901
6,val_specificity,0.9180538875575961
7,cluster_id,0.6031526028941928
7,num_examples,753.0266397293742
7,participating_clients,69.0
7,total_examples,42568.0
7,val_accuracy,0.9323397464616077
7,val_balanced_accuracy,0.9323290885368619
7,val_f1,0.7961074500015999
7,val_far,0.07758340760455672
7,val_miss_rate,0.05775841532171907
7,val_pr_auc,0.9097912832293824
7,val_precision,0.7643949865081895
7,val_recall,0.8425657718611412
7,val_roc_auc,0.9681172963677569
7,val_specificity,0.9224165923954432
8,cluster_id,0.6031526028941928
8,num_examples,753.0266397293742
8,participating_clients,69.0
8,total_examples,42568.0
8,val_accuracy,0.9328208130833711
8,val_balanced_accuracy,0.934476682818542
8,val_f1,0.7970813402403922
8,val_far,0.07706689546258018
8,val_miss_rate,0.05397973890033559
8,val_pr_auc,0.9098369122403754
8,val_precision,0.7642600957423062
8,val_recall,0.8463444482825248
8,val_roc_auc,0.9690861687820794
8,val_specificity,0.9229331045374198
9,cluster_id,0.6031526028941928
9,num_examples,753.0266397293742
9,participating_clients,69.0
9,total_examples,42568.0
9,val_accuracy,0.9359147765364079
9,val_balanced_accuracy,0.9371303461039044
9,val_f1,0.8008331054868965
9,val_far,0.07212077438286206
9,val_miss_rate,0.053618533409329885
9,val_pr_auc,0.9137265884131428
9,val_precision,0.7702592816372403
9,val_recall,0.8467056537735302
9,val_roc_auc,0.9707713405878536
9,val_specificity,0.9278792256171383
10,cluster_id,0.6031526028941928
10,num_examples,753.0266397293742
10,participating_clients,69.0
10,total_examples,42568.0
10,val_accuracy,0.9363617227864447
10,val_balanced_accuracy,0.9367014364121442
10,val_f1,0.8006436064560231
10,val_far,0.07081048770068729
10,val_miss_rate,0.055786639475024685
10,val_pr_auc,0.9151150567745095
10,val_precision,0.7721966030086834
10,val_recall,0.8445375477078356
10,val_roc_auc,0.9712420395877305
10,val_specificity,0.9291895122993126
11,cluster_id,0.6031526028941928
11,num_examples,753.0266397293742
11,participating_clients,69.0
11,total_examples,42568.0
11,val_accuracy,0.9384034880718932
11,val_balanced_accuracy,0.9382154339581334
11,val_f1,0.8030156404387934
11,val_far,0.06917429860254758
11,val_miss_rate,0.054394833481185234
11,val_pr_auc,0.9152883230613879
11,val_precision,0.7749861457250388
11,val_recall,0.845929353701675
11,val_roc_auc,0.9711161664009829
11,val_specificity,0.9308257013974524
12,cluster_id,0.6031526028941928
12,num_examples,753.0266397293742
12,participating_clients,69.0
12,total_examples,42568.0
12,val_accuracy,0.9400629908617327
12,val_balanced_accuracy,0.9403777429130494
12,val_f1,0.8053186058650657
12,val_far,0.06722928361449473
12,val_miss_rate,0.05201523055940601
12,val_pr_auc,0.917963555377017
12,val_precision,0.776405860829785
12,val_recall,0.8483089566234544
12,val_roc_auc,0.9725426320747661
12,val_specificity,0.9327707163855052
13,cluster_id,0.6031526028941928
13,num_examples,753.0266397293742
13,participating_clients,69.0
13,total_examples,42568.0
13,val_accuracy,0.9402790841601871
13,val_balanced_accuracy,0.9405317426666734
13,val_f1,0.8055614309624166
13,val_far,0.06742743928617506
13,val_miss_rate,0.051509075380478005
13,val_pr_auc,0.9212683262940491
13,val_precision,0.7774627054569633
13,val_recall,0.8488151118023822
13,val_roc_auc,0.9731493961822902
13,val_specificity,0.9325725607138244
14,cluster_id,0.6031526028941928
14,num_examples,753.0266397293742
14,participating_clients,69.0
14,total_examples,42568.0
14,val_accuracy,0.9421682942134827
14,val_balanced_accuracy,0.9414992319464168
14,val_f1,0.8078393510790958
14,val_far,0.06412587958141157
14,val_miss_rate,0.05287565652575522
14,val_pr_auc,0.920751431916282
14,val_precision,0.7817399508099254
14,val_recall,0.8474485306571046
14,val_roc_auc,0.9732443042683113
14,val_specificity,0.9358741204185881
15,cluster_id,0.6031526028941928
15,num_examples,753.0266397293742
15,participating_clients,69.0
15,total_examples,42568.0
15,val_accuracy,0.9427827408140508
15,val_balanced_accuracy,0.9420326825509427
15,val_f1,0.807933376770038
15,val_far,0.06336950997185369
15,val_miss_rate,0.052565124926261336
15,val_pr_auc,0.9223456339561548
15,val_precision,0.7825663760330669
15,val_recall,0.847759062256599
15,val_roc_auc,0.9736790389623906
15,val_specificity,0.9366304900281464
16,cluster_id,0.6031526028941928
16,num_examples,753.0266397293742
16,participating_clients,69.0
16,total_examples,42568.0
16,val_accuracy,0.9436872423580898
16,val_balanced_accuracy,0.9423912793680452
16,val_f1,0.8087400801447893
16,val_far,0.06105448032421709
16,val_miss_rate,0.05416296093969198
16,val_pr_auc,0.9215423538772989
16,val_precision,0.7856140223433108
16,val_recall,0.8461612262431684
16,val_roc_auc,0.9737268950336544
16,val_specificity,0.9389455196757829
17,cluster_id,0.6031526028941928
17,num_examples,753.0266397293742
17,participating_clients,69.0
17,total_examples,42568.0
17,val_accuracy,0.9441597784079631
17,val_balanced_accuracy,0.9427740810309826
17,val_f1,0.8092332858091773
17,val_far,0.06076176627956518
17,val_miss_rate,0.05369007165847058
17,val_pr_auc,0.9216885426977439
17,val_precision,0.7853489468774567
17,val_recall,0.84663411552439
17,val_roc_auc,0.9739263357749978
17,val_specificity,0.9392382337204348
18,cluster_id,0.6031526028941928
18,num_examples,753.0266397293742
18,participating_clients,69.0
18,total_examples,42568.0
18,val_accuracy,0.9442918694379974
18,val_balanced_accuracy,0.9436034571373426
18,val_f1,0.8101676536601202
18,val_far,0.06107072090218518
18,val_miss_rate,0.0517223648231294
18,val_pr_auc,0.9254697438932173
18,val_precision,0.7862570873347343
18,val_recall,0.8486018223597313
18,val_roc_auc,0.974784196165925
