client_id,dataset,client,accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate,tn,fp,fn,tp
KFall::SA17,KFall,SA17,0.9834394904458599,0.9834619589265727,0.9830097087378641,0.9812834224598931,0.9839142091152815,0.9825970548862115,0.998753871782191,0.9986748240443659,0.01699029126213592,0.0160857908847185,810,14,12,734
SisFall::SA16,SisFall,SA16,0.9808510638297873,0.9823502204377264,0.9726027397260274,0.9637124912770412,0.9920977011494253,0.9776991150442478,0.9989087878347443,0.9985235656562754,0.0273972602739726,0.007902298850574713,1846,52,11,1381
KFall::SA31,KFall,SA31,0.9775280898876404,0.9792215663539581,0.9678770949720671,0.958029197080292,0.9905660377358491,0.974025974025974,0.9948587540845368,0.9830788971344182,0.03212290502793296,0.009433962264150943,693,23,5,525
SisFall::SA12,SisFall,SA12,0.9571062740076824,0.9532154134692911,0.9695090439276486,0.9497016197783461,0.9369217830109335,0.9432684165961049,0.9820273262876975,0.9802778488739622,0.03049095607235142,0.06307821698906645,1876,59,75,1114
KFall::SA21,KFall,SA21,0.9162303664921466,0.9222465340511881,0.8716577540106952,0.8565022421524664,0.9728353140916808,0.9109697933227345,0.9777652687869407,0.9705083931359946,0.12834224598930483,0.027164685908319185,652,96,16,573
UpFall::S07,UpFall,S07,0.8240302743614002,0.8119404469792426,0.8297632468996617,0.47202797202797203,0.7941176470588235,0.5921052631578947,0.9094767557530339,0.7345155995021307,0.17023675310033823,0.20588235294117646,736,151,35,135
UpFall::S02,UpFall,S02,0.8368,0.8475735509590239,0.8328716528162512,0.4430769230769231,0.8622754491017964,0.5853658536585366,0.9222496834585676,0.5181669417007488,0.16712834718374883,0.1377245508982036,902,181,23,144
SisFall::SE03,SisFall,SE03,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,1701,0,0,0
SisFall::SE08,SisFall,SE08,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,1515,0,0,0
