accuracy,balanced_accuracy,specificity,precision,recall,f1,far,miss_rate,roc_auc,pr_auc
0.8399944463145699,0.846130565765135,0.8310105218948881,0.636297097931179,0.7397178948504681,0.6686264750188556,0.16898947810511192,0.13874939036461806,0.795774395292132,0.7238046907203023
