cluster_id,train_examples,accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate
0.855072463768116,611.7246376811594,0.9415186756135191,0.930367188919488,0.9449164098748808,0.7322235440573842,0.7779397593326176,0.7505028739495081,0.9692088635415443,0.9007605877446689,0.05508359012511917,0.07713270443549834
