accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate
0.872790537955883,0.8657080715827955,0.9026831075472139,0.7259636357156233,0.7095247585153633,0.7035906856600344,0.821595185806074,0.7737112136385226,0.0973168924527859,0.1712669643816229
