cluster_id,train_examples,accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate
1.144927536231884,614.8550724637681,0.9358477979020994,0.9289946342083212,0.9360286105256768,0.7221986157816809,0.7840897716362738,0.7452374777818912,0.966415309634585,0.8966112576293033,0.06397138947432332,0.0709826921318422
