accuracy,balanced_accuracy,specificity,precision,recall,f1,far,miss_rate,roc_auc,pr_auc
0.9301476693106263,0.9165171649905455,0.9620242036345457,0.7954170879659527,0.745657713354055,0.7626332931884173,0.03797579636545444,0.12898987365345516,0.8484696748589542,0.8113266438971104
