accuracy,balanced_accuracy,specificity,precision,recall,f1,far,miss_rate,roc_auc,pr_auc
0.8798632157438325,0.8664817703322993,0.9200924895764393,0.7334015459132912,0.6919713322502962,0.6995805537092424,0.07990751042356066,0.18712894891184073,0.8212530600327103,0.7682931763625245
