cluster_id,train_examples,accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate
0.8405797101449275,605.768115942029,0.935813153053149,0.9272335697721226,0.9381850920603063,0.7239772226534026,0.7790440133203468,0.7435719680812601,0.967836664755067,0.9029283967188382,0.06181490793969373,0.07602845044776917
