cluster_id,train_examples,accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate
0.855072463768116,612.1304347826087,0.9527646616607826,0.9524211631279336,0.9496257899577012,0.7394491798514735,0.8102890000662819,0.7645230843640319,0.9752229329550215,0.9088164922905428,0.050374210042298743,0.04478346370183394
