accuracy,balanced_accuracy,specificity,precision,recall,f1,roc_auc,pr_auc,far,miss_rate
0.9201198263403458,0.9087386926411011,0.9432194694717877,0.7680948035448653,0.7539366732867793,0.7538842814822279,0.844164557133048,0.7943877959013459,0.056780530528212,0.12574208418958582
